Time (sec),AF Correction 1 (%),AF Correction 3 (%),AF Learning 1 (%),AF Learning 3 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS In Left (°),Accel Position (%),Baro Pressure (psi),Battery Volts (V),Boost (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Gear Position (gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF Volts (V),Man Abs Press (psi),RPM (RPM),Req Torque (Nm),TD Boost Error (psi),TD Integral (%),TD Proportional (%),TGV Map Ratio (mult),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),"AP Info:[AP3-SUB-004 v1.7.4.2-23702][2021 USDM WRX STI COBB Custom Features Gen3][Reflash: LucasW_21STI_STG1e_COBBSF_93oct.ptm - Realtime: LucasW_21STI_STG1e_COBBSF_93oct.ptm]"
180.915,0.00,-0.47,-8.59,0.00,17.92,17,9,8.6,14.21,13.92,-7.10,14.60,0.63,12.11,190,1.000,0.00,0.00,6,47.50,9.63,99,2.14,7.06,2820,50.96,7.04,0.00,8.79,1.000,15.3,71,0.00,0
181.005,0.00,-0.47,-8.59,0.00,15.73,16,10,8.6,14.21,14.08,-7.00,14.60,0.65,12.11,190,1.000,0.00,0.00,6,47.50,9.62,99,2.16,7.19,2820,50.96,6.90,0.00,8.79,1.000,14.9,71,0.00,0
181.092,0.00,2.03,-8.59,0.00,14.13,16,10,8.6,14.21,13.92,-7.00,14.24,0.65,14.50,190,1.000,0.00,0.00,6,47.50,9.01,99,2.14,7.23,2816,50.99,6.85,0.00,8.80,1.000,14.9,71,0.00,0
181.165,-1.56,0.23,-8.59,0.00,13.67,17,10,8.6,14.21,14.00,-7.03,13.76,0.65,13.98,190,1.000,0.00,0.00,6,47.50,8.34,99,2.14,7.31,2794,47.51,6.87,0.00,8.80,1.000,14.9,71,0.00,0
181.250,2.34,0.23,-8.59,0.00,14.59,17,10,9.0,14.21,14.00,-7.06,13.76,0.64,13.98,190,1.000,0.00,0.00,6,47.50,8.95,99,2.14,7.23,2797,54.65,6.85,0.00,8.80,1.000,14.9,71,0.00,0
181.321,5.47,0.23,-8.59,0.00,15.04,16,10,8.6,14.21,14.00,-6.94,13.76,0.65,13.98,190,1.000,0.00,0.00,6,47.50,8.94,99,2.14,7.25,2794,51.01,6.88,0.00,8.80,0.984,15.3,71,0.00,0
181.415,7.03,0.23,-8.59,0.00,14.93,17,10,9.0,14.21,14.08,-6.99,13.76,0.65,13.99,190,1.000,0.00,0.00,6,47.50,9.59,99,2.12,7.37,2810,53.79,6.77,0.00,8.80,0.904,14.9,71,0.00,0
181.480,8.59,0.23,-8.59,0.00,14.47,17,10,9.0,14.21,14.16,-6.93,13.76,0.65,13.99,190,1.000,0.00,0.00,6,47.50,9.59,99,2.16,7.29,2810,54.41,6.84,0.00,8.80,0.824,15.3,71,0.00,0
181.560,9.38,0.23,-8.59,0.00,14.13,18,10,8.6,14.21,14.16,-6.82,13.76,0.66,13.99,190,1.000,0.00,0.00,6,47.50,9.51,99,2.16,7.43,2785,47.57,6.70,0.00,8.80,0.744,14.9,71,0.00,0
181.640,9.38,0.23,-8.59,0.00,14.01,19,10,8.6,14.21,13.76,-6.90,13.76,0.64,13.99,190,1.000,0.00,0.00,6,47.50,9.50,99,2.12,7.43,2784,51.08,6.71,0.00,8.80,0.664,14.5,70,0.00,0
181.745,9.38,0.23,-8.59,0.00,13.67,19,10,8.6,14.21,14.00,-6.95,13.76,0.63,14.00,190,1.000,0.00,0.00,6,47.50,9.50,99,2.12,7.29,2784,51.23,6.83,0.00,8.80,0.568,14.5,70,0.00,0
181.836,8.59,0.23,-8.59,0.00,13.55,20,10,9.0,14.21,14.08,-6.87,13.76,0.63,14.00,190,1.000,0.00,0.00,6,47.50,8.92,99,2.14,7.31,2789,58.51,6.82,0.00,8.80,0.488,15.3,71,0.00,0
181.930,9.38,0.23,-8.59,0.00,13.90,21,10,9.0,14.21,13.52,-6.55,13.76,0.66,14.00,190,1.000,0.00,0.00,6,47.50,9.56,99,2.18,7.72,2802,58.41,6.40,0.00,8.80,0.392,15.7,70,0.00,0
182.019,10.94,0.23,-8.59,0.00,14.36,22,11,9.8,14.21,14.08,-6.44,13.75,0.67,14.00,190,1.000,0.00,0.00,6,47.50,9.57,99,2.18,7.77,2803,69.37,6.36,0.00,8.80,0.304,15.7,70,0.00,0
182.117,12.50,0.23,-8.59,0.00,14.24,22,10,10.6,14.21,13.92,-6.09,13.75,0.69,14.00,190,1.000,0.00,0.00,6,47.50,10.15,99,2.24,8.10,2798,80.44,6.02,0.00,8.80,0.200,17.3,70,0.00,0
182.199,13.28,0.31,-8.59,0.00,14.24,23,10,10.6,14.21,13.92,-5.69,13.75,0.74,13.99,190,1.000,0.00,0.00,6,46.50,10.68,99,2.26,8.55,2780,76.77,5.58,0.00,8.80,0.120,17.3,70,0.00,0
182.283,14.84,0.31,-8.59,0.00,14.36,24,11,10.2,14.21,14.00,-5.57,13.75,0.75,13.99,190,1.000,0.00,0.00,6,45.50,11.33,99,2.26,8.70,2795,73.13,5.42,0.00,8.80,0.032,16.9,70,0.00,0
182.370,14.84,0.31,-8.59,0.00,13.78,24,11,9.8,14.21,14.16,-5.58,13.75,0.74,14.00,190,1.000,0.00,0.00,6,46.00,11.33,99,2.24,8.66,2794,69.49,5.46,0.00,8.80,0.000,16.5,70,0.00,0
182.445,14.06,0.31,-8.59,0.00,13.55,25,11,10.6,14.21,14.08,-5.65,13.75,0.74,14.00,190,1.000,0.00,0.00,6,46.50,10.73,99,2.24,8.66,2794,76.81,5.47,0.00,8.80,0.000,16.9,70,0.00,0
182.526,13.28,0.31,-8.59,0.00,13.55,25,11,10.6,14.21,14.08,-5.50,13.75,0.75,14.00,190,1.000,0.00,0.00,6,46.00,10.76,99,2.28,8.68,2801,76.81,5.45,0.00,8.80,0.000,17.3,70,0.00,0
182.624,14.06,0.31,-8.59,0.00,13.90,25,11,10.6,14.21,14.16,-5.34,13.75,0.76,14.00,190,1.000,0.00,0.00,6,45.50,11.34,99,2.28,8.88,2799,80.46,5.25,0.00,8.80,0.000,17.3,70,0.00,0
182.705,14.84,0.31,-8.59,0.00,13.90,25,11,10.6,14.21,14.08,-5.23,13.75,0.78,14.00,190,1.000,0.00,0.00,6,45.00,11.27,99,2.30,9.05,2781,76.80,5.08,0.00,8.80,0.000,17.6,70,0.00,0
182.798,14.84,0.31,-8.59,0.00,13.78,25,11,11.0,14.21,13.68,-5.22,13.75,0.78,14.00,190,1.000,0.00,0.00,6,44.50,11.86,99,2.28,9.05,2780,84.11,5.11,0.00,8.80,0.000,17.6,70,0.00,0
182.888,13.28,-2.03,-8.59,0.00,13.55,25,11,11.4,14.21,13.60,-4.85,14.12,0.81,14.00,190,1.000,0.00,0.00,6,43.50,11.86,99,2.34,9.38,2779,87.77,4.74,0.00,8.80,0.000,18.8,70,0.00,0
182.973,12.50,-2.03,-8.59,0.00,13.78,25,10,10.6,14.21,14.00,-4.62,14.16,0.84,13.99,190,1.000,0.00,0.00,6,42.50,11.94,99,2.30,9.67,2798,80.45,4.46,0.00,8.80,0.000,18.0,70,0.00,0
183.039,10.94,-2.03,-8.59,0.00,13.78,25,11,10.6,14.21,14.00,-4.90,14.19,0.82,14.00,190,1.000,0.00,0.00,6,43.00,11.86,99,2.28,9.53,2780,80.46,4.60,0.00,8.80,0.000,17.6,70,0.00,0
183.143,9.38,-2.03,-8.59,0.00,13.67,25,11,11.4,14.21,14.00,-4.96,14.27,0.81,14.00,190,1.000,0.00,0.00,6,43.00,11.35,99,2.30,9.32,2800,87.77,4.80,0.00,8.80,0.000,18.0,70,0.00,0
183.225,8.59,-2.03,-8.59,0.00,13.90,25,11,11.0,14.21,14.00,-4.77,14.30,0.83,14.01,190,1.000,0.00,0.00,6,43.00,11.29,99,2.32,9.42,2786,84.10,4.72,0.00,8.80,0.000,18.4,70,0.00,0
183.306,8.59,-2.03,-8.59,0.00,14.13,25,11,11.4,14.21,14.08,-4.66,14.34,0.84,14.04,190,1.000,0.00,0.00,6,43.00,11.28,99,2.32,9.55,2784,87.75,4.57,0.00,8.80,0.000,18.4,70,0.00,0
183.397,8.59,-2.03,-8.59,0.00,14.36,25,11,12.2,14.21,14.08,-4.61,14.41,0.85,14.11,190,1.000,0.00,0.00,6,42.50,11.89,99,2.34,9.67,2786,98.72,4.45,0.00,8.80,0.000,18.8,70,0.00,0
183.481,8.59,-0.94,-8.59,0.00,14.59,25,11,12.2,14.21,14.00,-4.13,14.34,0.88,14.15,190,1.000,0.00,0.00,6,40.00,11.90,99,2.38,10.00,2789,98.70,4.13,0.00,8.80,0.000,19.6,70,0.00,0
183.565,10.16,-0.23,-8.59,0.00,14.81,25,11,11.4,14.21,14.08,-3.97,14.29,0.90,14.18,190,1.000,0.00,0.00,6,39.00,12.47,99,2.36,10.25,2782,91.38,3.88,0.00,8.80,0.000,19.2,70,0.00,0
183.645,10.94,0.08,-8.59,0.00,14.70,25,11,11.4,14.21,14.08,-4.12,14.25,0.89,14.26,190,1.000,0.00,0.00,6,40.00,12.52,99,2.36,10.15,2795,87.73,3.81,0.00,8.80,0.000,18.4,70,0.00,0
183.723,10.94,0.31,-8.59,0.00,14.36,25,10,11.0,14.21,14.00,-4.43,14.26,0.87,14.30,190,1.000,0.00,0.00,6,41.00,11.94,99,2.32,9.96,2799,84.09,4.16,0.00,8.79,0.000,17.6,70,0.00,0
183.805,10.16,0.23,-8.59,0.00,14.13,25,10,11.0,14.21,14.08,-4.53,14.30,0.85,14.35,190,1.000,0.00,0.00,6,42.00,11.87,99,2.32,9.73,2783,84.09,4.40,0.00,8.79,0.000,18.0,70,0.00,0
183.896,9.38,0.08,-8.59,0.00,14.13,25,10,11.0,14.21,14.08,-4.45,14.34,0.85,14.38,190,1.000,0.00,0.00,6,42.50,11.94,99,2.34,9.77,2798,84.08,4.35,0.00,8.79,0.000,18.4,70,0.00,0
183.960,10.16,0.08,-8.59,0.00,14.47,25,10,11.0,14.21,14.00,-4.39,14.44,0.86,14.45,190,1.000,0.00,0.00,6,42.00,11.87,99,2.34,9.86,2783,84.09,4.27,0.00,8.79,0.000,18.4,70,0.00,0
184.040,10.16,0.16,-8.59,0.00,14.70,25,10,11.4,14.21,13.92,-4.37,14.48,0.85,14.49,190,1.000,0.00,0.00,6,42.00,11.96,99,2.34,9.90,2802,87.74,4.28,0.00,8.79,0.000,18.0,70,0.00,0
184.129,10.94,0.16,-8.59,0.00,14.70,25,11,11.0,14.21,13.92,-4.45,14.50,0.86,14.52,190,1.000,0.00,0.00,6,41.50,11.87,99,2.34,9.84,2781,84.07,4.24,0.00,8.79,0.000,18.0,70,0.00,0
184.225,10.94,0.23,-8.59,0.00,14.70,25,10,7.1,14.21,14.08,-4.60,14.49,0.85,14.52,190,1.000,0.00,0.00,6,42.50,11.86,99,2.28,9.90,2781,29.19,4.27,0.00,8.79,0.000,16.5,70,0.00,0
184.315,10.16,0.23,-8.59,0.00,14.24,25,10,0.0,14.21,14.24,-6.30,14.50,0.71,17.76,190,1.000,0.00,0.00,6,47.00,9.52,99,1.98,8.18,2789,23.70,5.95,0.00,0.00,0.000,12.2,70,0.00,0
184.401,7.81,0.16,-8.59,0.00,13.90,9,2,0.0,14.21,14.16,-7.30,14.50,0.53,16.69,190,1.000,0.00,0.00,6,44.00,7.72,99,1.94,7.29,2782,22.57,6.84,0.00,0.00,0.000,11.8,70,0.00,0
184.498,0.00,0.08,-8.59,0.00,13.78,0,2,0.0,14.21,14.24,-7.39,14.53,0.48,14.88,190,1.000,0.00,0.00,6,40.00,0.00,99,1.90,6.88,2772,21.43,7.24,0.00,0.00,0.000,11.8,70,0.00,0
184.589,0.00,0.08,-8.59,0.00,14.13,0,3,0.0,14.21,14.16,-7.39,14.53,0.44,14.84,190,1.000,0.00,0.00,6,36.50,0.00,99,1.90,6.92,2769,20.10,7.20,0.00,0.00,0.000,11.4,70,0.00,0
184.678,0.00,0.08,-8.59,0.00,15.73,0,3,0.0,14.21,14.24,-7.47,14.53,0.42,14.82,190,1.000,0.00,0.00,6,35.00,0.00,99,1.88,6.81,2789,18.96,7.33,0.00,0.00,0.000,11.4,70,0.00,0
184.763,0.00,0.08,-8.59,0.00,18.03,0,2,0.0,14.21,14.24,-7.64,14.53,0.41,14.82,190,1.000,0.00,0.00,6,32.50,0.00,99,1.88,6.67,2782,17.83,7.46,0.00,0.00,0.000,11.0,70,0.00,0
184.852,0.00,0.08,-8.59,0.00,19.75,0,2,0.0,14.21,14.24,-7.74,14.53,0.40,14.80,190,1.000,0.00,0.00,6,31.00,0.00,99,1.86,6.61,2779,16.68,7.51,0.00,0.00,0.000,11.0,70,0.00,0
184.927,0.00,0.08,-8.59,0.00,20.21,0,3,0.0,14.21,14.16,-7.79,14.53,0.39,14.79,190,1.000,0.00,0.00,6,30.00,0.00,99,1.86,6.44,2739,15.74,7.63,0.00,0.00,0.000,10.6,70,0.00,0
185.011,0.00,0.08,-8.59,0.00,20.44,0,3,0.0,14.21,14.16,-7.80,14.53,0.39,14.76,190,1.000,0.00,0.00,6,28.00,0.00,99,1.86,6.50,2757,14.57,7.63,0.00,0.00,0.000,10.6,70,0.00,0
185.102,0.00,0.08,-8.59,0.00,20.44,0,3,0.0,14.21,14.08,-7.91,14.53,0.38,12.29,190,1.000,0.00,0.00,6,26.50,0.00,99,1.82,6.38,2769,13.34,7.74,0.00,0.00,0.000,10.2,70,0.00,0
185.191,0.00,0.08,-8.59,0.00,20.44,4,3,0.0,14.21,14.08,-8.20,14.53,0.36,12.30,190,1.000,0.00,0.00,6,25.50,0.00,99,1.82,6.11,2763,12.19,8.02,0.00,0.00,0.000,10.2,70,0.00,0
185.284,0.00,0.08,-8.59,0.00,20.44,6,2,0.0,14.21,14.08,-8.57,14.53,0.36,12.14,190,1.000,0.00,0.00,6,24.00,0.00,99,1.80,5.86,2725,11.01,8.26,0.00,0.00,0.000,10.2,70,0.00,0
185.369,0.00,0.08,-8.59,0.00,20.44,6,2,0.0,14.21,14.08,-8.62,14.53,0.35,12.14,190,1.000,0.00,0.00,6,24.00,0.00,99,1.78,5.67,2756,9.91,8.47,0.00,0.00,0.000,9.8,70,0.00,0
185.454,0.00,0.08,-8.59,0.00,20.44,4,2,0.0,14.21,14.24,-8.63,14.53,0.34,12.14,190,1.000,0.00,0.00,6,24.00,0.00,99,1.78,5.59,2721,8.75,8.53,0.00,0.00,0.000,9.8,70,0.00,0
185.528,0.00,0.08,-7.03,0.00,20.44,4,2,0.0,14.21,14.08,-8.68,14.53,0.34,12.14,189,1.000,0.00,0.00,6,24.00,0.00,99,1.78,5.65,2758,7.77,8.48,0.00,0.00,0.000,9.8,69,0.00,0
185.607,0.00,0.08,-7.03,0.00,20.44,3,2,0.0,14.21,14.08,-8.71,14.53,0.33,12.14,189,1.000,0.00,0.00,6,24.00,0.00,99,1.76,5.59,2718,6.69,8.54,0.00,0.00,0.000,9.4,69,0.00,0
185.691,0.00,0.08,-7.03,0.00,20.44,3,2,0.0,14.21,14.24,-8.88,14.53,0.31,12.14,189,1.000,0.00,0.00,6,24.00,0.00,99,1.72,5.39,2719,5.50,8.73,0.00,8.79,0.000,9.0,69,0.00,0
185.775,0.00,0.08,-7.03,0.00,20.44,4,2,0.0,14.21,14.16,-8.98,14.53,0.30,12.14,189,1.000,0.00,0.00,6,24.00,0.00,99,1.70,5.32,2729,4.40,8.81,0.00,0.00,0.000,8.6,69,0.00,0
185.849,0.00,0.08,-7.03,0.00,20.44,4,2,0.0,14.21,14.08,-9.15,14.53,0.28,12.14,189,1.000,0.00,0.00,6,24.00,0.00,99,1.66,5.20,2706,3.41,8.93,0.00,0.00,0.000,8.2,69,0.00,0
185.923,0.00,0.08,-7.03,0.00,20.44,4,2,0.0,14.21,14.24,-9.40,14.53,0.26,12.14,189,1.000,0.00,0.00,6,24.00,0.00,99,1.62,5.01,2726,2.31,9.12,0.00,0.00,0.000,7.5,68,0.00,0
186.019,0.00,0.08,-7.03,0.00,20.44,4,2,0.0,14.21,14.16,-9.71,14.53,0.24,12.14,189,1.000,0.00,0.00,6,24.00,0.00,99,1.56,4.56,2711,1.08,9.56,0.00,0.00,0.000,7.1,68,0.00,0
186.108,0.00,0.08,-7.03,0.00,20.44,4,2,0.0,14.21,14.08,-9.93,14.53,0.21,12.14,189,1.000,0.00,0.00,6,24.00,0.00,99,1.52,4.43,2707,0.00,9.71,0.00,0.00,0.000,6.3,68,0.00,0
186.197,0.00,0.08,-7.03,0.00,20.44,3,2,0.0,14.21,14.24,-10.11,14.53,0.20,12.14,189,1.000,0.00,0.00,6,24.00,0.00,99,1.52,4.25,2706,0.00,9.86,0.00,0.00,0.000,6.3,68,0.00,0
186.285,0.00,0.08,-7.03,0.00,20.44,3,2,0.0,14.21,14.16,-10.17,14.53,0.19,12.14,189,1.000,0.00,0.00,6,24.00,0.00,99,1.52,4.10,2682,0.00,10.02,0.00,0.00,0.000,6.7,68,0.00,0
186.372,0.00,0.08,-7.03,0.00,20.44,3,2,0.0,14.21,14.08,-10.17,14.53,0.20,12.14,189,1.000,0.00,0.00,6,24.00,0.00,99,1.54,4.10,2698,0.00,10.00,0.00,0.00,0.000,6.7,68,0.00,0
186.452,0.00,0.08,-7.03,0.00,20.44,3,2,0.0,14.21,14.16,-10.18,14.53,0.20,12.14,189,1.000,0.00,0.00,6,24.00,0.00,99,1.54,4.14,2687,0.00,9.98,0.00,0.00,0.000,6.7,68,0.00,0
186.541,0.00,0.08,-7.03,0.00,20.44,3,2,0.0,14.21,14.08,-10.17,14.53,0.20,12.14,189,1.000,0.00,0.00,6,24.00,0.00,99,1.52,4.14,2672,0.00,10.00,0.00,0.00,0.000,6.7,68,0.00,0
186.635,0.00,0.08,-7.03,0.00,20.44,3,2,0.0,14.21,14.08,-10.17,14.53,0.20,12.14,189,1.000,0.00,0.00,6,24.00,0.00,99,1.52,4.10,2674,0.00,10.02,0.00,0.00,0.000,6.7,67,0.00,0
186.725,0.00,0.08,-7.03,0.00,20.44,3,2,0.0,14.21,14.08,-10.17,14.53,0.20,12.14,189,1.000,0.00,0.00,6,24.00,0.00,99,1.52,4.16,2675,0.00,9.97,0.00,0.00,0.000,6.7,68,0.00,0
186.810,0.00,0.08,-7.03,0.00,20.44,3,2,0.0,14.21,14.08,-10.16,14.53,0.20,12.14,189,1.000,0.00,0.00,6,24.00,0.00,99,1.52,4.14,2669,0.00,9.96,0.00,0.00,0.000,6.7,68,0.00,0
186.891,0.00,0.08,-7.03,0.00,20.44,3,2,0.0,14.21,14.16,-10.16,14.53,0.20,12.14,189,1.000,0.00,0.00,6,24.00,0.00,99,1.52,4.16,2646,0.00,9.97,0.00,0.00,0.000,6.7,67,0.00,0
186.967,0.00,0.08,-7.03,0.00,20.44,3,2,0.0,14.21,14.24,-10.10,14.53,0.20,12.14,189,1.000,0.00,0.00,6,24.00,0.00,99,1.52,4.18,2641,0.00,10.00,0.00,0.00,0.000,6.7,67,0.00,0
187.047,0.00,0.08,-7.03,0.00,20.44,3,2,0.0,14.21,14.24,-10.08,14.53,0.20,12.14,189,1.000,0.00,0.00,6,24.00,0.00,99,1.52,4.14,2617,0.00,9.98,0.00,0.00,0.000,6.7,66,0.00,0
187.135,0.00,0.08,-7.03,0.00,20.44,3,2,0.0,14.21,14.24,-10.12,14.53,0.20,12.14,189,1.000,0.00,0.00,6,24.00,0.00,99,1.52,4.18,2651,0.00,9.95,0.00,0.00,0.000,6.7,66,0.00,0
187.225,0.00,0.08,-7.03,0.00,20.44,3,2,0.0,14.21,14.24,-10.12,14.53,0.20,12.14,189,1.000,0.00,0.00,6,24.00,0.00,99,1.52,4.20,2634,0.00,9.94,0.00,0.00,0.000,6.7,66,0.00,0
187.315,0.00,0.08,-7.03,0.00,20.44,3,2,3.9,14.21,14.00,-10.10,14.53,0.20,12.14,189,1.000,0.00,0.00,6,25.50,3.93,99,1.58,4.20,2632,8.47,9.94,0.00,8.81,0.000,8.2,66,0.00,0
187.403,0.00,0.08,-7.03,0.00,20.44,7,2,8.6,14.21,14.08,-9.27,14.53,0.27,12.13,189,1.000,0.00,0.00,6,6.00,5.10,99,1.88,4.51,2654,48.65,9.62,0.00,8.81,0.000,13.3,66,0.00,0
187.494,0.00,0.08,-8.59,0.00,20.44,15,2,8.6,14.21,13.92,-7.95,14.53,0.47,11.28,189,1.000,0.00,0.00,6,38.50,7.95,99,2.06,6.32,2663,48.56,8.71,0.00,8.81,0.000,14.5,66,0.00,0
187.573,0.00,0.08,-8.59,0.00,20.44,22,4,8.2,14.21,14.08,-7.39,14.53,0.58,12.12,189,1.000,0.00,0.00,6,47.50,8.28,99,2.08,6.75,2588,45.34,7.37,0.00,8.81,0.000,14.5,66,0.00,0
187.647,0.00,0.08,-8.59,0.00,20.44,26,5,8.2,14.21,14.16,-7.18,14.53,0.62,12.12,189,1.000,0.00,0.00,6,45.50,9.02,99,2.06,7.06,2644,44.97,7.06,0.00,8.81,0.000,13.7,66,0.00,0
187.728,0.00,0.08,-8.59,0.00,20.44,26,6,9.0,14.21,14.08,-7.16,14.53,0.63,12.12,189,1.000,0.00,0.00,6,47.00,8.97,99,2.08,7.02,2627,54.87,7.11,0.00,8.81,0.000,14.9,66,0.00,0
187.827,0.00,0.08,-8.59,0.00,20.44,26,8,9.0,14.21,14.24,-6.91,14.53,0.67,12.12,189,1.000,0.00,0.00,6,47.00,9.55,99,2.12,7.31,2633,59.88,6.82,0.00,8.81,0.000,15.3,66,0.00,0
187.908,0.00,0.08,-8.59,0.00,19.29,25,10,8.2,14.21,13.92,-6.70,14.52,0.69,12.12,189,1.000,0.00,0.00,6,46.50,9.55,99,2.12,7.52,2633,45.17,6.61,0.00,8.81,0.000,14.9,66,0.00,0
187.994,0.00,0.08,-8.59,0.00,16.88,24,12,0.0,14.21,14.08,-7.40,14.52,0.64,12.12,189,1.000,0.00,0.00,6,47.00,8.38,99,1.92,7.52,2618,20.85,6.61,0.00,8.81,0.000,11.4,66,0.00,0
188.069,0.00,0.08,-8.59,0.00,14.93,17,5,0.0,14.21,14.16,-8.25,14.53,0.53,13.35,189,1.000,0.00,0.00,6,45.50,7.85,99,1.88,6.11,2628,19.63,8.01,0.00,0.00,0.000,11.0,66,0.00,0
188.152,-1.56,0.23,-8.59,0.00,13.90,2,2,0.0,14.21,14.16,-8.30,14.18,0.47,14.64,189,1.000,0.00,0.00,6,43.00,6.13,99,1.86,5.88,2611,18.52,8.25,0.00,0.00,0.000,11.0,66,0.00,0
188.232,0.00,0.23,-8.59,0.00,13.44,0,2,0.0,14.21,14.16,-8.31,13.77,0.44,14.07,189,1.000,0.00,0.00,6,40.50,0.00,99,1.84,5.99,2606,17.17,8.14,0.00,0.00,0.000,10.6,66,0.00,0
188.318,0.00,0.23,-8.59,0.00,13.90,0,2,0.0,14.21,14.16,-8.27,13.84,0.42,14.05,189,1.000,0.00,0.00,6,38.50,0.00,99,1.82,5.99,2609,15.93,8.14,0.00,0.00,0.000,10.6,66,0.00,0
188.391,0.00,0.23,-8.59,0.00,14.93,0,2,0.0,14.21,14.16,-8.32,13.88,0.41,14.05,189,1.000,0.00,0.00,6,36.50,0.00,99,1.80,5.99,2626,14.70,8.14,0.00,0.00,0.000,10.2,66,0.00,0
188.488,0.00,0.23,-8.59,0.00,16.42,0,2,0.0,14.21,14.48,-8.39,13.91,0.39,11.80,189,1.000,0.00,0.00,6,34.50,0.00,99,1.80,5.92,2626,13.34,8.25,0.00,0.00,0.000,10.2,66,0.00,0
188.564,0.00,0.23,-8.59,0.00,16.77,0,2,0.0,14.21,14.24,-8.48,13.95,0.38,11.81,189,1.000,0.00,0.00,6,32.50,0.00,99,1.80,5.82,2597,12.11,8.30,0.00,0.00,0.000,9.8,66,0.00,0
188.668,0.00,0.23,-7.03,0.00,15.96,0,2,0.0,14.21,14.16,-8.48,14.03,0.37,11.85,189,1.000,0.00,0.00,6,30.50,0.00,99,1.78,5.72,2592,10.74,8.39,0.00,0.00,0.000,9.8,66,0.00,0
188.754,0.00,0.23,-7.03,0.00,16.77,0,2,0.0,14.21,14.16,-8.50,14.06,0.36,11.87,189,1.000,0.00,0.00,6,28.50,0.00,99,1.76,5.80,2598,9.24,8.33,0.00,0.00,0.000,9.4,66,0.00,0
188.844,0.00,0.23,-7.03,0.00,18.03,0,2,0.0,14.21,14.24,-8.58,14.13,0.35,11.93,189,1.000,0.00,0.00,6,27.00,0.00,99,1.74,5.67,2602,7.88,8.47,0.00,0.00,0.000,9.4,66,0.00,0
188.929,0.00,0.23,-7.03,0.00,19.18,0,3,0.0,14.21,14.16,-8.69,14.17,0.33,11.96,189,1.000,0.00,0.00,6,25.00,0.00,99,1.72,5.63,2597,0.00,8.53,0.00,0.00,0.000,9.0,66,0.00,0
189.021,0.00,0.23,-7.03,0.00,20.33,0,2,0.0,14.21,14.24,-9.23,14.21,0.30,11.93,189,1.000,0.00,0.00,6,24.00,0.00,99,1.58,5.49,2582,0.00,8.64,0.00,0.00,0.000,7.1,66,0.00,0
189.111,0.00,0.23,-7.03,0.00,20.44,0,2,0.0,14.21,14.24,-9.45,14.28,0.26,11.98,189,1.000,0.00,0.00,0,24.00,0.00,99,1.54,4.91,2476,0.00,9.78,0.00,0.00,0.000,6.3,66,0.00,0
189.211,0.00,0.23,-7.03,0.00,20.44,0,2,29.0,14.21,14.08,-9.58,14.32,0.23,12.01,189,1.000,0.00,0.00,0,25.50,4.02,99,1.58,4.76,2354,255.68,9.95,0.00,0.00,0.060,11.0,66,0.00,0
189.289,0.00,0.23,-7.03,0.00,20.44,0,2,3.1,14.21,14.16,-0.74,14.39,0.92,7.87,189,1.000,0.00,0.00,6,29.00,14.15,99,2.60,13.07,2550,7.64,6.74,0.00,8.81,0.280,40.0,65,0.00,0
189.363,0.00,0.23,-8.59,0.00,20.44,1,2,0.0,14.21,14.24,-5.47,14.41,0.88,13.30,189,1.000,0.00,0.00,6,14.00,11.73,99,1.86,11.04,2894,0.00,3.09,0.00,0.00,0.480,8.6,65,0.00,0
189.455,0.00,0.23,-7.03,0.00,20.44,0,2,0.0,14.21,14.16,-7.48,14.45,0.53,14.87,189,1.000,0.00,0.00,5,16.00,9.68,99,1.66,7.54,3024,0.00,6.93,0.00,0.00,0.660,8.2,65,0.00,0
189.533,0.00,0.23,-7.03,0.00,20.10,0,2,5.9,14.21,14.16,-9.01,14.50,0.31,13.98,189,1.000,0.00,0.00,5,37.50,6.06,99,1.68,5.28,3158,10.63,9.19,0.00,8.81,0.880,9.8,65,0.00,0
189.607,0.00,0.23,-7.03,0.00,17.80,6,2,10.6,14.21,13.68,-8.89,14.50,0.31,12.16,189,1.000,0.00,0.00,5,45.50,7.25,99,2.02,5.18,3400,71.10,9.30,0.00,8.81,1.000,15.3,65,0.00,0
189.688,0.00,0.23,-8.59,0.00,15.50,12,4,9.0,14.21,14.16,-7.36,14.49,0.49,11.00,189,1.000,0.00,0.00,5,49.00,9.86,99,2.28,6.32,3301,50.79,7.97,0.00,8.81,1.000,17.6,65,0.00,0
189.768,0.00,1.95,-8.59,0.00,14.24,18,5,9.0,14.21,14.24,-6.91,14.50,0.58,12.11,189,1.000,0.00,0.00,5,24.50,9.20,99,2.24,7.31,3317,53.61,7.16,0.00,8.81,1.000,16.5,65,0.00,0
189.853,0.00,0.23,-8.59,0.00,14.01,18,7,9.0,14.21,14.24,-7.00,13.75,0.59,13.98,189,1.000,0.00,0.00,5,48.50,9.92,99,2.24,7.27,3320,50.82,7.20,0.00,8.81,1.000,16.5,65,0.00,0
