Time (sec),AF Correction 1 (%),AF Correction 3 (%),AF Learning 1 (%),AF Learning 3 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS In Left (°),Accel Position (%),Baro Pressure (psi),Battery Volts (V),Boost (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Gear Position (gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF Volts (V),Man Abs Press (psi),RPM (RPM),Req Torque (Nm),TD Boost Error (psi),TD Integral (%),TD Proportional (%),TGV Map Ratio (mult),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),"AP Info:[AP3-SUB-004 v1.7.4.2-23702][2021 USDM WRX STI COBB Custom Features][Reflash: Stage1+SF 93 v400 Boost Select.ptm - Realtime: Stage1+SF 93 v400 Boost Select.ptm]"
254.638,0.00,-0.16,-0.78,0.00,20.44,10,3,0.0,14.36,14.24,-10.71,14.26,0.18,11.93,178,1.000,0.00,0.00,4,24.00,0.00,61,1.68,3.62,3834,0.00,6.16,0.00,0.00,1.000,8.2,64,0.00,0
254.785,0.00,-0.16,-0.78,0.00,20.44,9,3,0.0,14.36,14.32,-10.70,14.26,0.18,11.93,178,1.000,0.00,0.00,4,24.00,0.00,61,1.68,3.65,3820,0.00,6.15,0.00,0.00,1.000,8.2,64,0.00,0
254.935,0.00,-0.16,-0.78,0.00,20.44,9,3,0.0,14.36,14.24,-10.64,14.26,0.18,11.93,178,1.000,0.00,0.00,4,24.00,0.00,61,1.70,3.69,3775,0.00,6.10,0.00,0.00,1.000,8.2,64,0.00,0
255.084,0.00,-0.16,-0.78,0.00,20.44,8,3,0.0,14.36,14.24,-10.57,14.26,0.18,11.93,178,1.000,0.00,0.00,4,24.00,0.00,61,1.70,3.71,3786,0.00,6.03,0.00,0.00,1.000,8.2,63,0.00,0
255.228,0.00,-0.16,-0.78,0.00,20.44,8,3,0.0,14.36,14.32,-10.59,14.26,0.18,11.93,178,1.000,0.00,0.00,4,24.00,0.00,61,1.70,3.73,3768,0.00,6.00,0.00,0.00,1.000,8.2,63,0.00,0
255.380,0.00,-0.16,-0.78,0.00,20.44,8,3,0.0,14.36,14.16,-10.51,14.26,0.18,11.93,180,1.000,0.00,0.00,4,24.00,0.00,61,1.68,3.75,3726,0.00,5.97,0.00,0.00,1.000,8.2,63,0.00,0
255.526,0.00,-0.16,-0.78,0.00,20.44,7,3,0.0,14.36,14.32,-10.54,14.26,0.18,11.93,180,1.000,0.00,0.00,4,24.00,0.00,61,1.68,3.75,3708,0.00,5.96,0.00,0.00,1.000,8.2,63,0.00,0
255.676,0.00,-0.16,-0.78,0.00,20.44,7,3,0.0,14.36,14.16,-10.48,14.26,0.18,11.93,180,1.000,0.00,0.00,4,24.00,0.00,61,1.68,3.81,3692,0.00,5.92,0.00,0.00,1.000,8.2,62,0.00,0
255.819,0.00,-0.16,-0.78,0.00,20.44,6,3,0.0,14.36,14.08,-10.42,14.26,0.18,11.93,180,1.000,0.00,0.00,4,24.00,0.00,61,1.68,3.87,3698,0.00,5.90,0.00,0.00,1.000,8.2,62,0.00,0
255.966,0.00,-0.16,-0.78,0.00,20.44,6,3,0.0,14.36,14.32,-10.42,14.26,0.18,11.93,180,1.000,0.00,0.00,4,24.00,0.00,61,1.70,3.91,3681,0.00,5.86,0.00,0.00,1.000,7.8,62,0.00,0
256.116,0.00,-0.16,-0.78,0.00,20.44,6,3,0.0,14.36,14.16,-10.31,14.26,0.18,11.93,180,1.000,0.00,0.00,4,24.00,0.00,61,1.68,3.98,3661,0.00,5.81,0.00,0.00,1.000,7.8,62,0.00,0
256.267,0.00,-0.16,-0.78,0.00,20.44,6,3,0.0,14.36,14.32,-10.37,14.26,0.18,11.93,178,1.000,0.00,0.00,4,24.00,0.00,61,1.68,4.00,3646,0.00,5.78,0.00,0.00,1.000,7.8,61,0.00,0
256.415,0.00,-0.16,-0.78,0.00,20.44,5,3,0.0,14.36,14.08,-10.26,14.26,0.18,11.93,178,1.000,0.00,0.00,4,24.00,0.00,61,1.68,4.06,3625,0.00,5.69,0.00,0.00,1.000,7.8,61,0.00,0
256.565,0.00,-0.16,-0.78,0.00,20.44,4,3,0.0,14.36,14.24,-10.22,14.27,0.18,11.94,178,1.000,0.00,0.00,4,24.00,0.00,61,1.68,4.14,3583,0.00,5.66,0.00,0.00,1.000,7.8,60,0.00,0
256.713,0.00,-0.16,-0.78,0.00,20.44,4,3,0.0,14.36,14.40,-10.14,14.27,0.18,11.94,178,1.000,0.00,0.00,4,24.00,0.00,61,1.70,4.14,3566,0.00,5.61,0.00,0.00,1.000,7.8,60,0.00,0
256.860,0.00,-0.16,-0.78,0.00,20.44,4,3,0.0,14.36,14.16,-10.15,14.28,0.18,11.95,178,1.000,0.00,0.00,4,24.00,0.00,61,1.68,4.18,3550,0.00,5.63,0.00,0.00,1.000,7.8,60,0.00,0
257.008,0.00,-0.16,-0.78,0.00,20.44,4,3,0.0,14.36,14.32,-10.15,14.31,0.18,11.97,178,1.000,0.00,0.00,4,24.00,0.00,61,1.70,4.20,3555,0.00,5.59,0.00,0.00,1.000,7.8,60,0.00,0
257.150,0.00,-0.16,-0.78,0.00,20.44,4,3,0.0,14.36,14.16,-10.09,14.33,0.19,11.98,178,1.000,0.00,0.00,4,24.00,0.00,61,1.70,4.25,3536,0.00,5.59,0.00,0.00,1.000,7.8,60,0.00,0
257.305,0.00,-0.16,-0.78,0.00,20.44,4,3,0.0,14.36,14.08,-10.13,14.32,0.19,11.97,178,1.000,0.00,0.00,4,24.00,0.00,61,1.68,4.22,3498,0.00,5.52,0.00,0.00,1.000,7.8,59,0.00,0
257.450,0.00,-0.16,-0.78,0.00,20.44,4,3,0.0,14.36,14.32,-10.15,14.35,0.18,11.99,178,1.000,0.00,0.00,4,24.00,0.00,61,1.66,4.22,3497,0.00,5.56,0.00,0.00,1.000,7.8,58,0.00,0
257.602,0.00,-0.16,-0.78,0.00,20.44,4,3,0.0,14.36,14.08,-10.05,14.35,0.18,11.99,178,1.000,0.00,0.00,4,24.00,0.00,61,1.68,4.27,3459,0.00,5.54,0.00,0.00,1.000,7.8,58,0.00,0
257.750,0.00,-0.16,-0.78,0.00,20.44,4,3,0.0,14.36,14.32,-10.14,14.36,0.18,12.00,178,1.000,0.00,0.00,4,24.00,0.00,61,1.66,4.20,3438,0.00,5.50,0.00,0.00,1.000,7.8,58,0.00,0
257.892,0.00,-0.16,-0.78,0.00,20.44,4,2,0.0,14.36,14.16,-10.10,14.39,0.18,12.02,178,1.000,0.00,0.00,4,24.00,0.00,61,1.68,4.23,3449,0.00,5.55,0.00,0.00,1.000,7.8,58,0.00,0
258.048,0.00,-0.16,-0.78,0.00,20.44,5,2,2.4,14.36,14.08,-10.06,14.41,0.18,12.03,178,1.000,0.00,0.00,4,28.00,5.12,61,1.68,4.25,3428,0.24,5.53,0.00,0.00,1.000,8.2,58,0.00,0
258.198,0.00,-0.16,-0.78,0.00,20.44,5,3,2.4,14.36,14.24,-9.97,14.56,0.21,12.14,178,1.000,0.00,0.00,4,43.50,5.83,61,1.82,4.22,3416,4.23,5.42,0.00,7.41,1.000,9.8,57,0.00,0
258.355,0.00,-0.16,-0.78,0.00,20.44,11,3,3.1,14.36,14.08,-10.17,14.56,0.25,12.14,178,1.000,0.00,0.00,4,49.50,6.54,61,1.84,4.18,3404,5.18,5.65,0.00,7.41,1.000,10.2,57,0.00,0
258.482,0.00,-0.16,-0.78,0.00,20.44,12,5,5.1,14.36,14.24,-10.09,14.56,0.27,12.14,178,1.000,0.00,0.00,4,49.50,6.46,61,1.92,4.25,3364,7.06,5.56,0.00,7.42,1.000,11.4,57,0.00,0
258.635,0.00,-0.16,-0.78,0.00,17.92,18,7,4.7,14.36,14.16,-9.70,14.56,0.32,12.12,178,1.000,0.00,0.00,4,49.50,7.13,61,1.94,4.70,3342,8.00,5.39,0.00,7.42,1.000,11.4,57,0.00,0
258.778,0.00,-0.16,-0.78,0.00,14.59,18,9,5.1,14.36,14.24,-9.68,14.56,0.32,12.13,178,1.000,0.00,0.00,4,49.50,7.18,61,1.94,4.66,3364,8.47,5.10,0.00,7.42,1.000,11.4,57,0.00,0
258.929,-2.34,0.23,-0.78,0.00,12.86,17,9,9.4,14.36,14.24,-9.60,13.77,0.32,14.00,178,1.000,0.00,0.00,4,49.50,7.83,61,2.14,4.68,3338,17.79,5.11,0.00,7.42,1.000,15.3,57,0.00,0
259.079,1.56,0.23,-0.78,0.00,14.24,17,10,13.7,14.36,14.08,-8.12,13.75,0.51,13.93,178,1.000,0.00,0.00,4,49.00,10.02,61,2.28,6.57,3355,54.57,4.54,0.00,7.42,1.000,18.0,56,0.00,0
259.233,1.56,0.31,-0.78,0.00,13.78,17,9,12.9,14.36,14.24,-6.28,13.74,0.71,13.03,178,1.000,0.00,0.00,4,46.00,12.92,61,2.48,8.89,3364,121.11,3.78,0.00,7.42,1.000,21.6,56,0.00,0
259.384,-1.56,0.31,-0.78,0.00,12.98,17,9,12.9,14.36,14.24,-4.88,13.74,0.78,13.89,178,1.000,0.00,0.00,4,44.50,12.89,61,2.48,9.44,3356,114.11,1.63,0.00,3.02,1.000,20.8,56,0.00,0
259.534,-5.47,0.31,-0.78,0.00,12.86,16,10,12.2,14.36,14.24,-4.83,13.73,0.78,13.94,178,1.000,0.00,0.00,4,45.00,12.07,61,2.44,9.38,3327,107.10,1.20,0.00,0.84,1.000,19.6,56,0.00,0
259.674,-8.59,0.31,-0.78,0.00,12.98,17,10,12.2,14.36,14.32,-5.28,13.74,0.74,14.23,178,1.000,0.00,0.00,4,46.00,11.36,61,2.44,9.01,3329,100.08,0.62,0.00,0.74,1.000,19.2,56,0.00,0
259.825,-7.81,-2.03,-0.78,0.00,14.13,17,10,12.2,14.36,14.08,-5.26,13.82,0.74,14.46,178,1.000,0.00,0.00,4,46.00,11.45,61,2.44,9.05,3355,93.03,0.71,0.00,0.85,1.000,18.8,56,0.00,0
259.965,-7.81,-2.03,-0.78,0.00,14.24,17,10,11.8,14.36,13.92,-5.26,14.18,0.74,14.56,178,1.000,0.00,0.00,4,45.50,11.45,61,2.44,9.07,3354,93.02,0.72,0.00,0.83,1.000,18.8,56,0.00,0
260.118,-7.81,-2.03,-0.78,0.00,14.24,17,10,9.8,14.36,14.08,-5.20,14.25,0.74,14.59,178,1.000,0.00,0.00,4,45.50,11.36,61,2.42,9.05,3328,88.86,0.68,0.00,0.81,1.000,18.4,56,0.00,0
260.258,-10.94,-2.03,-0.78,0.00,13.78,18,9,0.0,14.36,14.24,-5.63,14.33,0.67,16.73,178,1.000,0.00,0.00,4,47.50,7.79,61,2.12,8.20,3319,19.62,0.80,0.00,0.99,1.000,13.3,56,0.00,0
260.412,0.00,-2.03,-0.78,0.00,13.44,14,3,0.0,14.36,14.16,-7.66,14.46,0.46,20.79,178,1.000,0.00,0.00,4,37.00,0.00,61,1.76,6.61,3303,0.00,2.60,0.00,0.00,1.000,8.2,56,0.00,0
260.562,0.00,-2.03,-0.78,0.00,13.78,10,3,0.0,14.36,14.16,-9.69,14.54,0.24,15.26,178,1.000,0.00,0.00,0,33.00,0.00,61,1.62,4.35,3284,0.00,5.05,0.00,0.00,1.000,7.1,56,0.00,0
260.715,0.00,-2.03,-0.78,0.00,16.31,8,2,0.0,14.36,14.32,-10.28,14.61,0.18,14.84,178,1.000,0.00,0.00,4,29.50,0.00,61,1.60,4.04,3151,0.00,5.67,0.00,0.00,1.000,7.1,55,0.00,0
260.851,0.00,-2.03,-0.78,0.00,20.44,4,2,3.1,14.36,14.32,-10.25,14.69,0.18,14.66,178,1.000,0.00,0.00,5,40.00,4.34,61,1.66,4.06,2908,0.00,5.69,0.00,0.00,1.000,8.2,55,0.00,0
261.006,0.00,-2.03,-0.78,0.00,18.38,0,2,7.5,14.36,14.16,-9.78,14.80,0.24,14.59,178,1.000,0.00,0.00,5,25.00,4.73,61,1.80,4.80,2773,10.03,5.44,0.00,7.36,1.000,10.6,55,0.00,0
261.150,0.00,-2.03,-0.78,0.00,16.77,13,5,9.0,14.36,14.00,-8.69,14.83,0.42,11.72,178,1.000,0.00,0.00,5,44.50,8.56,61,2.18,6.28,2865,59.33,4.40,0.00,7.36,1.000,15.3,55,0.00,0
261.304,0.00,-2.03,-0.78,0.00,17.46,21,9,11.0,14.36,14.16,-7.07,14.83,0.63,14.49,178,1.000,0.00,0.00,5,45.50,9.02,61,2.18,7.31,2818,56.12,2.52,0.00,5.64,1.000,14.9,55,0.00,0
261.451,0.00,-2.03,-0.78,0.00,15.50,19,10,11.4,14.36,14.24,-6.69,14.82,0.72,10.99,178,1.000,0.00,0.00,5,44.50,14.41,61,2.42,8.64,2815,100.54,2.32,0.00,4.35,1.000,19.6,55,0.00,0
261.597,-1.56,0.31,-0.78,0.00,13.44,18,10,11.4,14.36,14.08,-4.90,14.15,0.89,14.43,178,1.000,0.00,0.00,5,43.00,11.91,61,2.32,9.32,2792,92.53,0.11,0.00,0.13,1.000,17.6,55,0.00,0
261.743,1.56,0.31,-0.78,0.00,14.36,17,10,11.4,14.36,14.16,-5.14,13.75,0.88,13.94,176,1.000,0.00,0.00,5,42.50,12.44,61,2.38,9.18,2777,92.62,0.42,0.00,0.50,1.000,18.4,55,0.00,0
261.897,2.34,0.31,-0.78,0.00,14.01,18,10,11.4,14.36,14.16,-4.99,13.75,0.90,13.96,176,1.000,0.00,0.00,5,42.50,12.43,61,2.36,9.44,2775,88.91,0.19,0.00,0.30,1.000,18.0,55,0.00,0
262.039,1.56,0.31,-0.78,0.00,13.44,17,10,11.4,14.36,14.16,-4.92,13.75,0.90,13.97,176,1.000,0.00,0.00,5,42.00,12.42,61,2.36,9.44,2772,88.93,0.25,0.00,0.30,1.000,18.0,55,0.00,0
262.193,-0.78,0.31,-0.78,0.00,13.44,18,10,11.4,14.36,14.32,-4.89,13.75,0.91,13.98,176,1.000,0.00,0.00,5,41.50,12.53,61,2.38,9.53,2796,92.59,0.17,0.00,0.20,1.000,18.4,55,0.00,0
262.338,-3.12,-2.03,-0.78,0.00,13.44,17,10,11.4,14.36,14.08,-4.61,14.16,0.92,14.24,176,1.000,0.00,0.00,5,42.00,11.93,61,2.38,9.71,2796,88.93,-0.07,0.00,-0.15,1.000,18.0,55,0.00,0
262.490,-3.91,-2.03,-0.78,0.00,14.13,18,10,11.4,14.36,14.24,-4.63,14.23,0.92,14.47,176,1.000,0.00,0.00,5,42.00,11.92,61,2.38,9.75,2794,88.93,-0.04,0.00,-0.05,1.000,18.0,55,0.00,0
262.634,-3.12,-2.03,-0.78,0.00,14.59,17,10,11.4,14.36,14.16,-4.55,14.30,0.92,14.56,176,1.000,0.00,0.00,5,41.50,11.92,61,2.38,9.73,2794,88.92,-0.19,0.00,-0.23,1.000,18.0,55,0.00,0
262.784,-1.56,-1.56,-0.78,0.00,14.70,17,10,11.8,14.36,14.16,-4.49,14.40,0.93,14.69,176,1.000,0.00,0.00,5,40.50,11.86,61,2.40,9.80,2780,88.91,-0.11,0.00,-0.25,0.872,18.4,55,0.00,0
262.922,0.78,-0.47,0.00,0.00,14.93,19,10,20.4,14.36,14.16,-4.28,14.30,0.98,11.76,176,1.000,0.00,0.00,5,37.50,16.64,61,2.66,11.23,2785,138.92,0.77,0.00,0.90,0.840,26.7,55,0.00,0
263.071,0.00,0.08,0.00,0.00,14.24,18,10,22.0,14.36,14.00,-0.91,14.26,1.30,13.54,176,1.000,0.00,0.00,5,34.00,17.27,61,2.74,13.77,2791,227.45,3.40,0.00,7.31,1.000,29.4,55,0.00,0
263.221,3.91,0.16,0.00,0.00,14.01,18,14,23.1,14.36,14.00,0.05,13.46,1.41,13.48,176,1.000,0.00,0.00,5,31.50,20.32,61,2.78,14.50,2801,231.39,2.49,0.00,4.79,1.000,30.2,55,0.00,0
263.368,3.12,0.16,0.00,0.00,12.52,17,19,24.7,14.36,14.00,0.80,12.70,1.51,12.80,176,1.000,0.00,0.00,5,29.50,23.43,61,2.86,15.74,2816,245.06,2.07,0.00,4.40,1.000,34.1,55,0.00,0
263.515,0.00,0.16,0.00,0.00,11.25,18,20,24.3,14.36,13.76,2.17,12.32,1.63,12.41,176,1.000,0.00,0.00,5,27.00,24.08,61,2.90,16.61,2822,248.67,1.22,0.00,1.95,1.000,33.7,55,0.00,0
263.664,0.00,0.16,0.00,0.00,11.03,18,21,24.3,14.36,14.16,2.85,12.12,1.71,12.25,176,1.000,0.00,0.00,5,25.00,25.41,61,2.94,17.27,2836,246.42,0.41,0.00,0.49,1.000,33.3,56,0.00,0
263.814,0.00,0.16,0.00,0.00,11.03,18,22,24.3,14.36,13.92,3.47,11.96,1.77,12.13,176,1.000,0.00,0.00,5,23.50,26.12,59,2.96,18.02,2847,242.24,-0.25,0.00,-0.62,1.000,32.5,56,0.00,0
263.958,0.00,0.16,0.00,0.00,11.03,18,23,22.4,14.36,14.08,4.14,11.93,1.82,12.11,176,1.000,0.00,0.00,5,22.00,26.88,59,2.98,18.64,2864,241.91,-0.92,0.00,-1.24,1.000,31.8,56,0.00,0
264.109,-3.12,0.16,-0.78,0.00,11.03,18,24,0.0,14.36,14.24,4.26,11.93,1.77,13.03,176,1.000,0.00,0.00,5,30.50,21.43,59,2.14,17.79,2870,164.41,-1.89,0.00,-3.74,1.000,13.3,57,0.00,0
264.258,0.00,-0.62,-0.78,0.00,11.03,0,3,0.0,14.36,14.32,-3.68,14.61,0.84,16.52,176,1.000,0.00,0.00,5,43.50,7.95,59,1.96,9.80,2867,21.83,-4.05,0.00,0.00,1.000,11.4,57,0.00,0
264.404,0.00,-0.62,-0.78,0.00,11.60,0,3,0.0,14.36,14.32,-5.60,14.63,0.48,14.96,176,1.000,0.00,0.00,5,41.50,0.00,59,1.90,8.43,2854,19.09,0.52,0.00,0.00,1.000,11.0,57,0.00,0
264.549,0.00,-0.62,-0.78,0.00,12.86,0,3,0.0,14.36,14.24,-6.37,14.63,0.41,14.95,176,1.000,0.00,0.00,5,37.50,0.00,59,1.90,7.81,2874,16.27,1.43,0.00,0.00,1.000,10.6,57,0.00,0
264.709,0.00,-0.62,-0.78,0.00,14.47,2,2,0.0,14.36,14.32,-7.08,14.63,0.38,14.93,176,1.000,0.00,0.00,5,34.00,0.00,59,1.88,7.25,2874,13.66,2.12,0.00,0.00,1.000,10.2,57,0.00,0
264.861,0.00,-0.62,-0.78,0.00,17.92,5,3,0.0,14.36,14.24,-7.76,14.63,0.36,14.93,176,1.000,0.00,0.00,5,30.00,0.00,59,1.84,6.32,2825,11.09,3.01,0.00,0.00,1.000,9.8,56,0.00,0
265.012,0.00,-0.62,-0.78,0.00,20.44,4,3,0.0,14.36,14.24,-8.34,14.63,0.34,12.39,176,1.000,0.00,0.00,5,26.50,0.00,59,1.82,5.96,2849,8.94,3.44,0.00,0.00,1.000,9.8,56,0.00,0
265.153,0.00,-0.62,-0.78,0.00,20.44,5,2,0.0,14.36,14.08,-8.53,14.63,0.32,12.14,176,1.000,0.00,0.00,5,24.00,0.00,59,1.76,5.72,2785,6.51,3.76,0.00,0.00,1.000,8.6,55,0.00,0
265.294,0.00,-0.62,-0.78,0.00,20.44,5,2,0.0,14.36,14.24,-8.84,14.63,0.29,12.14,176,1.000,0.00,0.00,5,24.00,0.00,59,1.72,5.47,2804,4.58,4.05,0.00,0.00,1.000,8.2,55,0.00,0
265.437,0.00,-0.62,-0.78,0.00,20.44,5,2,0.0,14.36,14.32,-9.04,14.63,0.26,12.14,176,1.000,0.00,0.00,5,24.00,0.00,59,1.64,5.09,2798,2.50,4.22,0.00,0.00,1.000,7.1,55,0.00,0
265.592,0.00,-0.62,-0.78,0.00,20.44,5,2,0.0,14.36,14.24,-9.61,14.63,0.22,12.14,176,1.000,0.00,0.00,5,24.00,0.00,59,1.56,4.72,2773,0.64,4.71,0.00,0.00,1.000,5.9,55,0.00,0
265.741,0.00,-0.62,-0.78,0.00,20.44,5,2,0.0,14.36,14.32,-9.95,14.63,0.19,12.14,176,1.000,0.00,0.00,5,24.00,0.00,59,1.56,4.31,2749,0.00,5.04,0.00,0.00,1.000,6.3,55,0.00,0
265.882,0.00,-0.62,-0.78,0.00,20.44,4,2,0.0,14.36,14.32,-10.05,14.63,0.19,12.14,176,1.000,0.00,0.00,5,24.00,0.00,59,1.58,4.29,2748,0.00,5.34,0.00,0.00,1.000,6.3,54,0.00,0
266.033,0.00,-0.62,-0.78,0.00,20.44,4,2,0.0,14.36,14.24,-10.07,14.63,0.19,12.14,176,1.000,0.00,0.00,5,24.00,0.00,59,1.56,4.27,2740,0.00,5.32,0.00,0.00,1.000,6.3,54,0.00,0
266.179,0.00,-0.62,-0.78,0.00,20.44,3,2,0.8,14.36,14.32,-10.07,14.63,0.19,12.14,176,1.000,0.00,0.00,5,28.00,4.05,59,1.56,4.20,2713,0.00,5.28,0.00,0.00,0.984,6.3,53,0.00,0
266.338,0.00,-0.62,-0.78,0.00,20.44,0,2,2.0,14.36,14.24,-9.83,14.63,0.20,12.13,176,1.000,0.00,0.00,5,40.50,4.64,59,1.66,4.54,2719,4.33,5.13,0.00,7.26,0.832,7.8,53,0.00,0
266.479,0.00,-0.62,-0.78,0.00,20.44,2,3,2.7,14.36,14.24,-9.90,14.63,0.23,12.14,176,1.000,0.00,0.00,5,43.50,4.61,59,1.64,4.41,2699,3.78,5.10,0.00,7.26,0.688,7.5,53,0.00,0
266.621,0.00,-0.62,-0.78,0.00,20.44,9,4,4.3,14.36,14.24,-10.01,14.63,0.25,12.14,176,1.000,0.00,0.00,5,41.50,5.15,61,1.72,4.37,2680,7.14,5.18,0.00,7.27,0.536,9.0,53,0.00,0
266.769,0.00,-0.62,-0.78,0.00,18.95,15,9,5.1,14.36,14.00,-9.87,14.63,0.29,12.13,176,1.000,0.00,0.00,5,41.50,5.73,61,1.80,4.49,2686,9.52,5.04,0.00,7.27,0.392,9.4,53,0.00,0
266.930,0.00,-0.62,-0.78,0.00,15.04,21,14,7.1,14.36,14.32,-9.77,14.63,0.32,12.13,176,1.000,0.00,0.00,5,41.00,5.71,61,1.84,4.60,2677,13.03,4.94,0.00,7.28,0.240,10.6,52,0.00,0
267.074,0.78,0.23,-0.78,0.00,14.13,21,16,7.5,14.36,13.84,-9.19,13.77,0.41,13.96,176,1.000,0.00,0.00,5,45.50,6.80,61,2.02,5.14,2657,31.49,4.78,0.00,0.00,0.096,12.5,52,0.00,0
267.224,8.59,0.23,-0.78,0.00,15.50,24,16,7.1,14.36,14.24,-8.42,13.77,0.49,13.97,176,1.000,0.00,0.00,5,46.00,7.40,61,1.96,5.86,2669,31.50,3.58,0.00,0.00,0.000,11.8,52,0.00,0
267.365,7.03,0.23,-0.78,0.00,14.13,24,16,7.5,14.36,14.16,-8.48,13.77,0.48,13.98,176,1.000,0.00,0.00,5,46.00,7.33,61,2.00,5.92,2644,31.54,3.62,0.00,0.00,0.000,12.5,52,0.00,0
267.517,7.03,0.23,-0.78,0.00,13.78,24,16,7.5,14.36,14.08,-8.19,13.77,0.51,13.98,176,1.000,0.00,0.00,5,47.00,7.92,61,2.02,6.15,2653,31.63,3.51,0.00,0.00,0.000,12.5,52,0.00,0
267.657,5.47,0.23,-0.78,0.00,13.44,24,17,7.8,14.36,14.24,-8.02,13.77,0.53,13.98,176,1.000,0.00,0.00,5,47.50,7.87,61,2.04,6.42,2634,35.30,3.20,0.00,0.00,0.000,12.9,52,0.00,0
267.815,3.12,0.23,-0.78,0.00,13.32,25,17,7.8,14.36,14.08,-7.75,13.77,0.56,13.98,176,1.000,0.00,0.00,5,47.50,7.90,61,2.04,6.63,2646,38.98,2.94,0.00,0.00,0.000,13.3,52,0.00,0
267.955,1.56,0.23,-0.78,0.00,13.32,25,17,7.8,14.36,14.24,-7.62,13.77,0.59,14.62,176,1.000,0.00,0.00,5,47.50,7.83,61,2.06,6.73,2622,39.02,2.83,0.00,0.00,0.000,12.9,52,0.00,0
268.105,0.00,0.23,-0.78,0.00,13.44,24,17,7.8,14.36,14.08,-7.52,13.77,0.61,15.02,176,1.000,0.00,0.00,5,47.50,7.87,61,2.08,6.92,2636,42.72,2.67,0.00,0.00,0.000,13.3,52,0.00,0
268.255,-0.78,0.23,-0.78,0.00,13.44,25,17,8.2,14.36,14.08,-7.34,13.76,0.62,15.10,176,1.000,0.00,0.00,5,47.50,7.82,61,2.08,6.98,2618,42.73,2.52,0.00,0.00,0.000,13.7,52,0.00,0
268.406,-1.56,0.23,-0.78,0.00,13.55,24,17,8.6,14.36,14.24,-7.27,13.76,0.63,15.09,178,1.000,0.00,0.00,5,47.00,7.85,61,2.10,7.08,2628,46.39,2.45,0.00,0.00,0.000,14.1,52,0.00,0
268.561,-1.56,0.23,-0.78,0.00,13.90,25,17,8.6,14.36,14.08,-7.08,13.76,0.65,15.04,178,1.000,0.00,0.00,5,47.00,8.35,61,2.12,7.35,2608,52.44,2.29,0.00,0.00,0.000,14.1,52,0.00,0
268.702,-0.78,0.23,-0.78,0.00,13.90,24,18,8.6,14.36,14.00,-6.85,13.76,0.69,14.99,178,1.000,0.00,0.00,5,46.50,8.96,61,2.14,7.48,2625,53.74,2.03,0.00,0.00,0.000,14.5,52,0.00,0
268.846,-3.12,-2.03,-0.78,0.00,13.67,25,18,9.0,14.36,14.16,-6.68,13.84,0.70,14.99,178,1.000,0.00,0.00,5,46.50,8.90,61,2.14,7.62,2606,53.73,1.81,0.00,0.00,0.000,14.5,52,0.00,0
268.989,-4.69,-2.03,-0.78,0.00,13.78,24,18,9.0,14.36,14.08,-6.61,14.20,0.71,14.95,178,1.000,0.00,0.00,5,46.00,8.37,61,2.14,7.73,2616,57.27,1.79,0.00,0.00,0.000,14.5,52,0.00,0
269.141,-4.69,-2.03,-0.78,0.00,14.01,25,18,9.4,14.36,14.16,-6.55,14.27,0.72,14.92,178,1.000,0.00,0.00,5,44.50,8.95,61,2.22,7.81,2623,61.05,1.65,0.00,0.00,0.000,15.7,52,0.00,0
269.292,-4.69,-2.03,-0.78,0.00,14.36,25,17,9.4,14.36,14.08,-6.14,14.35,0.78,14.90,178,1.000,0.00,0.00,5,41.50,9.43,61,2.20,8.20,2600,64.61,1.34,0.00,0.00,0.000,15.3,51,0.00,0
269.436,-4.69,-1.33,-0.78,0.00,13.78,25,16,9.8,14.36,14.24,-6.07,14.39,0.80,14.98,178,1.000,0.00,0.00,5,40.00,9.50,61,2.24,8.26,2620,71.91,1.22,0.00,0.00,0.000,16.1,51,0.00,0
269.581,-6.25,-0.78,-0.78,0.00,13.90,25,16,10.2,14.36,14.08,-5.80,14.37,0.82,15.09,178,1.000,0.00,0.00,5,40.50,9.44,61,2.18,8.47,2602,64.61,0.94,0.00,0.00,0.000,15.7,51,0.00,0
269.734,-7.81,-0.62,-0.78,0.00,14.01,25,16,10.2,14.36,14.16,-5.84,14.41,0.83,15.13,178,1.000,0.00,0.00,5,38.50,9.51,61,2.24,8.55,2622,71.90,1.10,0.00,0.00,0.000,16.1,52,0.00,0
269.879,-4.69,-0.23,-0.78,0.00,14.36,25,15,10.2,14.36,14.32,-5.69,14.47,0.86,15.23,178,1.000,0.00,0.00,5,37.50,10.00,61,2.24,8.68,2604,71.88,0.84,0.00,0.00,0.000,16.1,52,0.00,0
270.029,-7.03,-0.08,-0.78,0.00,14.13,25,14,10.2,14.36,14.00,-5.59,14.50,0.86,15.32,178,1.000,0.00,0.00,5,38.00,9.50,61,2.24,8.78,2619,71.87,0.74,0.00,0.00,0.000,16.1,52,0.00,0
