Time (sec),AF Correction 1 (%),AF Correction 3 (%),AF Learning 1 (%),AF Learning 3 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS In Left (°),Accel Position (%),Baro Pressure (psi),Battery Volts (V),Boost (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Gear Position (gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF Volts (V),Man Abs Press (psi),RPM (RPM),Req Torque (Nm),TD Boost Error (psi),TD Integral (%),TD Proportional (%),TGV Map Ratio (mult),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),"AP Info:[AP3-SUB-004 v1.7.4.2-23702][2021 USDM WRX STI COBB Custom Features][Reflash: Stage1+SF 93 v400 Boost Select.ptm - Realtime: Stage1+SF 93 v400 Boost Select.ptm]"
15.651,-4.69,-0.08,0.00,0.00,14.24,17,16,3.9,14.21,14.16,-10.06,14.58,0.28,14.56,187,1.000,0.00,0.00,1,38.50,3.26,79,1.60,4.23,1910,10.33,5.50,0.00,0.00,0.000,6.7,10,0.00,0
15.801,-4.69,-0.08,0.00,0.00,14.47,19,17,3.9,14.21,14.16,-10.10,14.58,0.27,14.60,187,1.000,0.00,0.00,1,38.00,3.31,79,1.58,4.14,1940,9.63,5.45,0.00,0.00,0.000,6.7,10,0.00,0
15.951,-5.47,-0.16,0.00,0.00,14.36,18,17,3.5,14.21,14.32,-10.18,14.58,0.26,14.61,187,1.000,0.00,0.00,1,37.50,3.35,79,1.58,4.06,1963,8.92,5.66,0.00,0.00,0.000,6.7,10,0.00,0
16.101,-6.25,-0.16,0.00,0.00,14.36,17,15,3.9,14.21,14.00,-10.22,14.59,0.26,14.60,187,1.000,0.00,0.00,1,37.50,3.32,79,1.58,4.06,1947,8.92,5.68,0.00,0.00,0.000,6.7,10,0.00,0
16.250,-6.25,-0.08,0.00,0.00,14.47,16,15,3.5,14.21,14.24,-10.21,14.58,0.26,14.60,187,1.000,0.00,0.00,1,37.50,3.38,79,1.58,4.04,1980,9.60,5.65,0.00,0.00,0.000,7.1,11,0.00,0
16.393,-5.47,-0.08,0.00,0.00,14.70,16,15,3.9,14.21,14.16,-10.23,14.58,0.26,14.59,187,1.000,0.00,0.00,1,37.50,3.43,77,1.58,4.04,2009,9.56,5.72,0.00,0.00,0.000,7.1,11,0.00,0
16.538,-3.91,-0.16,0.00,0.00,15.04,16,15,3.5,14.21,14.24,-10.28,14.59,0.26,14.59,187,1.000,0.00,0.00,1,37.50,3.42,77,1.58,4.00,2002,9.57,5.75,0.00,0.00,0.000,7.1,11,0.00,0
16.685,-2.34,-0.16,0.00,0.00,15.04,16,15,3.9,14.21,14.24,-10.27,14.59,0.26,14.59,187,1.000,0.00,0.00,1,37.50,3.40,77,1.58,4.00,1991,9.59,5.78,0.00,0.00,0.000,6.7,11,0.00,0
16.837,-1.56,-0.08,0.00,0.00,15.04,17,15,3.9,14.21,14.08,-10.28,14.58,0.26,14.59,187,1.000,0.00,0.00,1,37.50,3.45,77,1.58,3.98,2020,9.57,5.81,0.00,0.00,0.000,7.1,11,0.00,0
16.984,-1.56,-0.08,-0.78,0.00,14.81,16,15,3.9,14.21,14.32,-10.34,14.58,0.26,14.59,187,1.000,0.00,0.00,1,37.50,3.49,77,1.58,3.94,2045,8.86,5.81,0.00,0.00,0.000,7.1,11,0.00,0
17.136,-1.56,-0.08,-0.78,0.00,14.70,16,14,3.9,14.21,14.16,-10.33,14.58,0.26,14.59,187,1.000,0.00,0.00,1,37.50,3.51,77,1.60,3.96,2054,9.55,5.79,0.00,0.00,0.000,7.1,11,0.00,0
17.284,-1.56,-0.16,-0.78,0.00,14.70,16,14,3.9,14.21,14.16,-10.31,14.58,0.26,14.56,187,1.000,0.00,0.00,1,37.50,3.52,77,1.60,3.98,2064,9.55,5.79,0.00,0.00,0.000,7.1,11,0.00,0
17.429,-0.78,-0.16,-0.78,0.00,14.70,16,14,3.5,14.21,14.24,-10.28,14.59,0.26,14.56,187,1.000,0.00,0.00,1,37.50,3.56,77,1.60,3.98,2088,9.21,5.76,0.00,0.00,0.000,7.1,11,0.00,0
17.576,-1.56,-0.08,-0.78,0.00,14.59,16,14,3.5,14.21,14.08,-10.31,14.58,0.26,14.56,187,1.000,0.00,0.00,1,37.50,3.57,77,1.60,3.96,2090,8.83,5.76,0.00,0.00,0.000,7.1,11,0.00,0
17.720,-1.56,-0.08,-0.78,0.00,14.59,9,7,0.0,14.21,14.32,-10.29,14.58,0.26,14.56,187,1.000,0.00,0.00,1,36.50,3.58,77,1.58,3.94,2097,8.29,5.76,0.00,0.00,0.000,6.7,11,0.00,0
17.871,0.00,-0.08,-0.78,0.00,14.47,0,2,0.0,14.21,14.32,-10.14,14.57,0.25,14.56,189,1.000,0.00,0.00,1,34.00,3.56,77,1.56,4.23,2084,6.62,5.71,0.00,0.00,0.000,6.3,11,0.00,0
18.026,0.00,-0.08,-0.78,0.00,14.01,0,3,0.0,14.21,14.24,-9.95,14.58,0.23,14.56,189,1.000,0.00,0.00,1,32.00,0.00,77,1.50,4.29,2054,4.89,5.42,0.00,0.00,0.000,5.5,11,0.00,0
18.173,0.00,-0.08,-0.78,0.00,14.24,0,2,0.0,14.21,14.24,-10.02,14.58,0.21,14.56,189,1.000,0.00,0.00,1,30.50,0.00,77,1.44,4.20,2056,3.43,5.52,0.00,0.00,0.000,4.7,11,0.00,0
18.325,0.00,-0.08,-0.78,0.00,14.59,0,2,0.0,14.36,14.24,-10.28,14.57,0.18,14.59,189,1.000,0.00,0.00,1,28.50,0.00,77,1.44,3.94,2117,1.75,5.61,0.00,0.00,0.000,4.7,11,0.00,0
18.461,0.00,-0.08,-0.78,0.00,14.70,0,2,0.0,14.21,14.24,-10.40,14.58,0.18,14.61,189,1.000,0.00,0.00,1,30.50,0.00,77,1.42,3.87,2030,0.09,5.82,0.00,0.00,0.000,4.7,11,0.00,0
18.607,0.00,-0.08,-0.78,0.00,15.85,0,2,0.0,14.21,14.24,-10.46,14.58,0.18,14.60,189,1.000,0.00,0.00,1,27.00,0.00,77,1.42,3.85,2029,0.00,5.96,0.00,0.00,0.000,4.7,11,0.00,0
18.755,0.00,-0.08,-0.78,0.00,18.15,0,2,0.0,14.21,14.32,-10.23,14.58,0.18,14.56,189,1.000,0.00,0.00,1,26.50,0.00,77,1.42,4.10,2028,0.00,5.77,0.00,0.00,0.000,4.7,11,0.00,0
18.902,0.00,-0.08,-0.78,0.00,20.44,0,3,0.0,14.36,14.32,-10.11,14.58,0.18,14.56,189,1.000,0.00,0.00,1,28.00,0.00,77,1.42,4.14,1961,0.00,5.62,0.00,0.00,0.000,4.7,11,0.00,0
19.050,0.00,-0.08,-0.78,0.00,20.44,0,2,0.0,14.21,14.32,-10.20,14.58,0.19,14.56,189,1.000,0.00,0.00,1,27.50,0.00,75,1.42,4.04,1924,0.00,5.65,0.00,0.00,0.000,4.3,11,0.00,0
19.214,0.00,-0.08,-0.78,0.00,20.44,0,2,0.0,14.21,14.32,-10.26,14.58,0.18,14.56,189,1.000,0.00,0.00,1,27.50,0.00,75,1.42,3.96,1892,0.00,5.68,0.00,0.00,0.000,4.3,10,0.00,0
19.358,0.00,-0.08,-0.78,0.00,20.44,0,2,0.0,14.36,14.24,-9.98,14.58,0.18,14.56,189,1.000,0.00,0.00,1,28.00,0.00,75,1.40,4.29,1840,0.00,5.49,0.00,0.00,0.000,4.3,10,0.00,0
19.510,0.00,-0.08,-0.78,0.00,20.44,0,2,0.0,14.21,14.40,-9.75,14.58,0.18,12.16,189,1.000,0.00,0.00,1,27.50,0.00,75,1.40,4.51,1807,0.00,5.10,0.00,0.00,0.000,4.3,10,0.00,0
19.642,0.00,-0.08,-0.78,0.00,20.44,0,2,0.0,14.21,14.24,-9.71,14.58,0.18,12.16,189,1.000,0.00,0.00,1,27.50,0.00,75,1.38,4.52,1784,0.00,4.95,0.00,0.00,0.000,4.3,9,0.00,0
19.794,0.00,-0.08,0.00,0.00,20.44,0,2,0.0,14.21,14.32,-9.70,14.58,0.18,12.16,189,1.000,0.00,0.00,1,3.00,2.59,75,1.38,4.54,1732,0.00,4.86,0.00,0.00,0.000,4.3,9,0.00,0
19.944,0.00,-0.08,0.00,0.00,20.44,0,2,0.0,14.36,14.32,-9.71,14.58,0.18,12.16,189,1.000,0.00,0.00,1,7.50,2.53,75,1.38,4.62,1692,0.00,4.77,0.00,0.00,0.000,3.9,9,0.00,0
20.086,0.00,-0.08,0.00,0.00,20.44,0,2,0.0,14.36,14.32,-9.69,14.58,0.18,13.49,189,1.000,0.00,0.00,1,11.00,2.54,75,1.36,4.39,1702,0.00,4.66,0.00,0.00,0.000,3.9,9,0.00,0
20.241,0.00,-0.08,0.00,0.00,20.44,0,2,0.0,14.36,14.40,-10.53,14.58,0.18,12.25,189,1.000,0.00,0.00,1,17.50,2.40,75,1.36,3.73,1607,0.00,5.30,0.00,0.00,0.000,3.9,9,0.00,0
20.386,0.00,-0.08,0.00,0.00,20.44,0,2,0.0,14.36,14.40,-10.67,14.58,0.18,12.25,189,1.000,0.00,0.00,1,20.50,2.47,75,1.36,3.58,1653,0.00,5.48,0.00,0.00,0.000,3.9,9,0.00,0
20.538,0.00,-0.08,0.00,0.00,17.57,0,2,0.0,14.21,14.40,-10.77,14.58,0.18,12.24,189,1.000,0.00,0.00,1,24.00,2.42,75,1.36,3.56,1618,0.00,5.67,0.00,0.00,0.000,3.9,9,0.00,0
20.689,0.00,-0.08,0.00,0.00,14.47,0,1,0.0,14.36,14.40,-10.67,14.58,0.18,12.23,189,1.000,0.00,0.00,1,23.00,2.02,75,1.36,3.64,1578,0.00,5.49,0.00,0.00,0.000,3.5,9,0.00,0
20.826,0.00,0.08,0.00,0.00,13.90,0,2,0.0,14.36,14.24,-10.60,13.82,0.18,14.08,189,1.000,0.00,0.00,1,21.00,2.37,75,1.34,3.64,1590,0.00,5.50,0.00,0.00,0.000,3.5,8,0.00,0
20.984,0.00,0.08,0.00,0.00,14.13,0,2,0.0,14.36,14.24,-10.65,13.82,0.18,14.07,189,1.000,0.00,0.00,1,22.50,2.34,75,1.34,3.64,1564,0.00,5.50,0.00,0.00,0.000,3.5,8,0.00,0
21.126,1.56,0.08,0.00,0.00,14.70,0,1,0.0,14.36,14.32,-10.56,13.82,0.18,14.05,189,1.000,0.00,0.00,1,21.50,2.32,75,1.34,3.71,1554,0.00,5.55,0.00,0.00,0.000,3.5,8,0.00,0
21.278,2.34,0.08,0.00,0.00,14.70,0,1,0.0,14.36,14.32,-10.65,13.82,0.18,14.06,189,1.000,0.00,0.00,1,23.00,2.29,75,1.34,3.64,1533,0.00,5.57,0.00,0.00,0.000,3.5,8,0.00,0
21.430,3.12,0.08,0.00,0.00,15.04,0,1,0.0,14.36,14.32,-10.66,13.82,0.18,14.05,189,1.000,0.00,0.00,1,21.50,2.27,75,1.32,3.64,1523,0.00,5.63,0.00,0.00,0.000,3.1,8,0.00,0
21.583,4.69,0.08,0.00,0.00,15.16,0,1,0.0,14.21,14.24,-10.73,13.82,0.17,14.06,189,1.000,0.00,0.00,1,21.00,2.24,75,1.32,3.54,1501,0.00,5.74,0.00,0.00,0.000,3.5,8,0.00,0
21.733,5.47,0.08,0.00,0.00,14.93,0,1,0.0,14.36,14.32,-10.73,13.82,0.18,14.05,189,1.000,0.00,0.00,1,22.50,2.18,75,1.32,3.60,1463,0.00,5.76,0.00,0.00,0.000,3.1,8,0.00,0
21.870,6.25,0.08,0.00,0.00,14.93,0,1,0.0,14.36,14.32,-10.75,13.82,0.18,14.05,189,1.000,0.00,0.00,1,20.50,2.21,75,1.30,3.50,1479,0.00,5.80,0.00,0.00,0.000,3.1,7,0.00,0
22.012,7.03,0.08,0.00,0.00,14.70,0,1,0.0,14.21,14.32,-10.86,13.82,0.17,14.05,189,1.000,0.00,0.00,1,22.00,2.13,75,1.30,3.44,1429,0.00,5.82,0.00,0.00,0.000,3.1,7,0.00,0
22.158,8.59,0.08,0.00,0.00,14.93,0,1,0.0,14.21,14.40,-10.72,13.82,0.18,14.04,189,1.000,0.00,0.00,1,22.00,2.09,75,1.30,3.56,1398,0.00,5.91,0.00,0.00,0.000,3.1,7,0.00,0
22.308,8.59,0.08,0.00,0.00,14.36,0,1,0.0,14.21,14.32,-10.75,13.82,0.18,14.03,189,1.000,0.00,0.00,1,21.50,1.95,75,1.28,3.58,1302,0.00,5.89,0.00,0.00,0.000,2.7,7,0.00,0
22.458,8.59,0.08,0.00,0.00,14.24,0,0,0.0,14.36,14.32,-10.67,13.82,0.18,14.02,189,1.000,0.00,0.00,1,21.00,1.84,75,1.26,3.62,1229,0.00,6.07,0.00,0.00,0.000,2.7,7,0.00,0
22.604,9.38,0.08,0.00,0.00,14.36,0,0,0.0,14.36,14.32,-10.60,13.82,0.18,14.00,189,1.000,0.00,0.00,1,21.00,1.69,75,1.22,3.67,1131,0.00,6.18,0.00,0.00,0.000,2.7,7,0.00,0
22.756,9.38,0.08,0.00,0.00,14.24,0,0,0.0,14.36,14.32,-10.55,13.82,0.18,14.00,189,1.000,0.00,0.00,2,21.00,1.58,75,1.24,3.77,1059,0.00,6.13,0.00,0.00,0.000,2.7,7,0.00,0
22.898,10.16,0.08,0.00,0.00,14.24,0,0,0.0,14.36,14.32,-10.46,13.82,0.19,14.00,189,1.000,0.00,0.00,2,21.00,1.50,75,1.26,3.87,1003,0.00,5.97,0.00,0.00,0.000,2.7,7,0.00,0
23.052,10.16,0.08,0.00,0.00,14.24,0,0,0.0,14.36,14.32,-10.35,13.82,0.20,14.00,189,1.000,0.00,0.00,2,21.00,1.63,75,1.24,3.98,954,0.00,5.91,0.00,0.00,0.000,2.7,7,0.00,0
23.199,10.16,0.08,0.00,0.00,14.01,0,0,0.0,14.36,14.24,-10.17,13.82,0.22,14.00,189,1.000,0.00,0.00,2,21.00,1.60,75,1.24,4.12,935,0.00,5.76,0.00,0.00,0.000,2.7,7,0.00,0
23.345,10.16,0.08,0.00,0.00,13.78,0,0,0.0,14.36,14.32,-10.10,13.82,0.22,14.00,189,1.000,0.00,0.00,2,21.00,1.57,75,1.22,4.18,922,0.00,5.62,0.00,0.00,0.000,2.4,6,0.00,0
23.498,9.38,0.08,0.00,0.00,13.67,0,0,0.0,14.36,14.24,-10.14,13.82,0.22,14.00,189,1.000,0.00,0.00,1,20.50,1.55,75,1.20,4.14,911,0.00,5.63,0.00,0.00,0.000,2.4,6,0.00,0
23.651,9.38,0.08,0.00,0.00,13.55,0,0,0.0,14.36,14.32,-10.15,13.82,0.21,14.00,189,1.000,0.00,0.00,1,20.50,1.53,75,1.20,4.14,895,0.00,5.63,0.00,0.00,0.000,2.4,6,0.00,0
23.806,8.59,0.08,0.00,0.00,13.44,0,0,0.0,14.36,14.32,-10.15,13.82,0.21,14.00,189,1.000,0.00,0.00,1,21.00,1.50,75,1.22,4.16,879,0.00,5.68,0.00,0.00,0.000,2.4,6,0.00,0
23.944,8.59,0.08,0.00,0.00,13.44,0,0,0.0,14.21,14.32,-10.12,13.82,0.22,14.00,189,1.000,0.00,0.00,1,21.00,1.47,75,1.18,4.18,859,0.00,5.65,0.00,0.00,0.000,2.4,5,0.00,0
24.081,7.81,0.08,0.00,0.00,13.44,0,0,0.0,14.36,14.24,-10.11,13.82,0.22,14.00,189,1.000,0.00,0.00,1,21.00,1.44,75,1.18,4.22,846,0.00,5.63,0.00,0.00,0.000,2.4,4,0.00,0
24.230,7.81,0.08,0.00,0.00,13.44,0,0,0.0,14.21,14.32,-10.04,13.82,0.22,14.00,189,1.000,0.00,0.00,1,21.00,1.43,75,1.20,4.29,838,0.00,5.56,0.00,0.00,0.000,2.4,4,0.00,0
24.385,7.03,0.08,0.00,0.00,13.44,0,0,0.0,14.36,14.32,-10.00,13.82,0.23,14.00,189,1.000,0.00,0.00,1,21.00,1.40,75,1.18,4.31,818,0.00,5.51,0.00,0.00,0.000,2.4,4,0.00,0
24.537,7.03,0.08,0.00,0.00,13.44,0,0,0.0,14.36,14.32,-9.96,13.82,0.23,14.00,189,1.000,0.00,0.00,1,19.00,1.38,75,1.18,4.35,811,0.00,5.49,0.00,0.00,0.000,2.4,3,0.00,0
24.678,6.25,0.08,0.00,0.00,13.44,0,0,0.0,14.36,14.24,-9.91,13.82,0.23,14.00,189,1.000,0.00,0.00,1,18.50,1.37,75,1.18,4.39,804,0.00,5.45,0.00,0.00,0.000,2.4,3,0.00,0
24.825,6.25,0.08,0.00,0.00,13.44,0,0,0.0,14.36,14.24,-9.89,13.82,0.23,14.00,189,1.000,0.00,0.00,1,18.00,1.37,75,1.18,4.43,802,0.00,5.40,0.00,0.00,0.000,2.4,2,0.00,0
24.973,6.25,0.08,0.00,0.00,13.44,0,0,0.0,14.36,14.24,-9.86,13.82,0.23,14.00,189,1.000,0.00,0.00,1,17.50,1.36,75,1.18,4.45,798,0.00,5.40,0.00,0.00,0.000,2.4,2,0.00,0
25.121,5.47,0.08,0.00,0.00,13.44,0,0,0.0,14.36,14.32,-9.84,13.82,0.23,14.00,189,1.000,0.00,0.00,1,18.00,1.34,75,1.18,4.45,786,0.00,5.37,0.00,0.00,0.000,2.4,2,0.00,0
25.271,5.47,0.08,0.00,0.00,13.44,0,0,0.0,14.36,14.32,-9.83,13.82,0.24,14.00,189,1.000,0.00,0.00,1,17.50,1.32,75,1.20,4.49,776,0.00,5.34,0.00,0.00,0.000,2.4,1,0.00,0
25.418,5.47,0.08,0.00,0.00,13.55,0,0,0.0,14.36,14.32,-9.79,13.82,0.24,14.00,189,1.000,0.00,0.00,1,17.00,1.31,75,1.22,4.49,770,0.00,5.32,0.00,0.00,0.000,2.4,1,0.00,0
25.570,4.69,-0.31,0.00,0.00,13.55,0,0,0.0,14.36,14.24,-9.77,13.83,0.24,14.00,189,1.000,0.00,0.00,1,15.50,1.32,75,1.20,4.52,774,0.00,5.29,0.00,0.00,0.000,2.4,1,0.00,0
25.717,4.69,-0.31,0.00,0.00,13.67,0,0,0.0,14.36,14.24,-9.77,13.95,0.24,14.00,189,1.000,0.00,0.00,1,16.00,1.32,75,1.18,4.54,775,0.00,5.28,0.00,0.00,0.000,2.4,0,0.00,0
25.868,4.69,-0.31,0.00,0.00,13.67,0,0,0.0,14.36,14.32,-9.75,14.02,0.24,14.00,189,1.000,0.00,0.00,0,16.00,1.30,75,1.18,4.54,762,0.00,5.26,0.00,0.00,0.000,2.4,0,0.00,0
26.019,3.91,-0.31,0.00,0.00,13.67,0,0,0.0,14.36,14.32,-9.75,14.13,0.24,14.09,189,1.000,0.00,0.00,0,16.00,1.31,75,1.20,4.52,767,0.00,5.25,0.00,0.00,0.000,2.4,0,0.00,0
26.160,3.91,-0.31,0.00,0.00,13.67,0,0,0.0,14.36,14.32,-9.75,14.21,0.24,14.16,189,1.000,0.00,0.00,0,16.50,1.30,75,1.20,4.56,762,0.00,5.27,0.00,0.00,0.000,2.0,0,0.00,0
26.301,3.12,-0.31,0.00,0.00,13.67,0,0,0.0,14.36,14.32,-9.76,14.28,0.24,14.23,189,1.000,0.00,0.00,0,16.50,1.31,75,1.18,4.52,767,0.00,5.25,0.00,0.00,0.000,2.0,0,0.00,0
26.451,3.12,-0.31,0.00,0.00,13.67,0,0,0.0,14.36,14.32,-9.74,14.36,0.24,14.31,189,1.000,0.00,0.00,0,17.00,1.29,75,1.18,4.52,755,0.00,5.26,0.00,0.00,0.000,2.0,0,0.00,0
26.600,2.34,-0.31,0.00,0.00,13.78,0,0,0.0,14.36,14.24,-9.73,14.46,0.24,14.42,189,1.000,0.00,0.00,0,18.00,1.22,75,1.20,4.52,716,0.00,5.28,0.00,0.00,0.000,2.0,0,0.00,0
26.746,1.56,-0.31,0.00,0.00,13.78,0,0,0.0,14.36,14.32,-9.66,14.54,0.25,14.49,189,1.000,0.00,0.00,0,18.50,1.20,75,1.18,4.62,704,0.00,5.20,0.00,0.00,0.000,2.4,0,0.00,0
26.894,1.56,-0.31,0.00,0.00,13.90,0,0,0.0,14.36,14.32,-9.56,14.61,0.25,14.56,189,1.000,0.00,0.00,0,19.50,1.16,75,1.22,4.72,679,0.00,5.14,0.00,0.00,0.000,2.4,0,0.00,0
27.045,0.78,-0.31,0.00,0.00,14.01,0,0,0.0,14.36,14.32,-9.48,14.61,0.26,14.56,189,1.000,0.00,0.00,0,19.00,1.18,75,1.20,4.91,690,0.00,5.03,0.00,0.00,0.000,2.4,0,0.00,0
27.197,0.78,-0.23,0.00,0.00,14.13,0,0,0.0,14.36,14.32,-9.33,14.60,0.27,14.56,189,1.000,0.00,0.00,0,18.50,1.17,75,1.22,5.01,686,0.00,4.88,0.00,0.00,0.000,2.4,0,0.00,0
27.353,0.78,-0.23,0.00,0.00,14.24,0,0,0.0,14.36,14.32,-9.27,14.61,0.28,14.56,189,1.000,0.00,0.00,0,18.00,1.19,75,1.22,5.05,695,0.00,4.77,0.00,0.00,0.000,2.4,0,0.00,0
27.495,0.78,-0.31,0.00,0.00,14.47,0,0,0.0,14.36,14.24,-9.22,14.61,0.27,14.56,189,1.000,0.00,0.00,0,15.50,1.25,75,1.20,5.09,731,0.00,4.72,0.00,0.00,0.000,2.4,0,0.00,0
27.646,0.78,-0.23,0.00,0.00,14.59,0,0,0.0,14.36,14.32,-9.22,14.61,0.27,14.56,189,1.000,0.00,0.00,0,14.50,1.26,75,1.20,5.03,737,0.00,4.74,0.00,0.00,0.000,2.4,0,0.00,0
27.781,1.56,-0.23,0.00,0.00,14.70,0,0,0.0,14.36,14.32,-9.28,14.60,0.27,14.56,189,1.000,0.00,0.00,0,14.00,1.26,75,1.22,5.01,739,0.00,4.76,0.00,0.00,0.000,2.4,0,0.00,0
27.934,1.56,-0.16,0.00,0.00,14.81,0,0,0.0,14.36,14.24,-9.32,14.60,0.27,14.56,189,1.000,0.00,0.00,0,14.00,1.26,75,1.20,4.97,740,0.00,4.82,0.00,0.00,0.000,2.4,0,0.00,0
28.083,1.56,-0.16,0.00,0.00,14.81,0,0,0.0,14.36,14.32,-9.34,14.59,0.27,14.56,189,1.000,0.00,0.00,0,14.50,1.25,75,1.20,4.91,735,0.00,4.86,0.00,0.00,0.000,2.4,0,0.00,0
28.235,1.56,-0.16,0.00,0.00,14.81,0,0,0.0,14.36,14.32,-9.37,14.60,0.26,14.56,189,1.000,0.00,0.00,0,14.00,1.28,75,1.22,4.87,752,0.00,4.91,0.00,0.00,0.000,2.4,0,0.00,0
28.380,1.56,-0.16,0.00,0.00,14.81,0,0,0.0,14.36,14.24,-9.42,14.59,0.26,14.56,189,1.000,0.00,0.00,0,14.00,1.26,75,1.20,4.87,736,0.00,4.94,0.00,0.00,0.000,2.4,0,0.00,0
28.530,2.34,-0.16,0.00,0.00,14.81,0,0,0.0,14.36,14.32,-9.44,14.59,0.27,14.56,189,1.000,0.00,0.00,0,14.00,1.26,75,1.22,4.87,736,0.00,4.95,0.00,0.00,0.000,2.4,0,0.00,0
28.674,2.34,-0.16,0.00,0.00,14.70,0,0,0.0,14.36,14.24,-9.40,14.60,0.27,14.56,189,1.000,0.00,0.00,0,15.00,1.23,75,1.20,4.87,721,0.00,4.94,0.00,0.00,0.000,2.4,0,0.00,0
28.824,2.34,-0.16,0.00,0.00,14.81,0,0,0.0,14.36,14.32,-9.42,14.59,0.27,14.56,189,1.000,0.00,0.00,0,15.50,1.21,75,1.22,4.89,710,0.00,4.92,0.00,0.00,0.000,2.4,0,0.00,0
28.975,2.34,-0.16,0.00,0.00,14.81,0,0,0.0,14.36,14.24,-9.38,14.59,0.27,14.56,189,1.000,0.00,0.00,0,15.00,1.23,75,1.22,4.91,722,0.00,4.87,0.00,0.00,0.000,2.4,0,0.00,0
29.114,2.34,-0.16,0.00,0.00,14.81,0,0,0.0,14.36,14.32,-9.37,14.60,0.27,14.56,189,1.000,0.00,0.00,0,13.50,1.25,75,1.18,4.87,734,0.00,4.88,0.00,0.00,0.000,2.4,0,0.00,0
29.268,2.34,-0.16,0.00,0.00,14.81,0,0,0.0,14.36,14.32,-9.38,14.59,0.27,14.56,189,1.000,0.00,0.00,0,14.50,1.22,75,1.22,4.91,715,0.00,4.87,0.00,0.00,0.000,2.4,0,0.00,0
29.409,3.12,-0.16,0.00,0.00,14.81,0,0,0.0,14.36,14.32,-9.38,14.59,0.27,14.56,189,1.000,0.00,0.00,0,14.50,1.22,75,1.18,4.87,712,0.00,4.92,0.00,0.00,0.000,2.4,0,0.00,0
29.557,3.12,-0.23,0.00,0.00,14.70,0,0,0.0,14.36,14.32,-9.37,14.60,0.27,14.56,189,1.000,0.00,0.00,0,15.00,1.21,75,1.22,4.89,710,0.00,4.91,0.00,0.00,0.000,2.4,0,0.00,0
29.711,3.12,-0.16,0.00,0.00,14.70,0,0,0.0,14.36,14.32,-9.39,14.59,0.27,14.56,189,1.000,0.00,0.00,0,14.00,1.24,75,1.18,4.91,728,0.00,4.93,0.00,0.00,0.000,2.4,0,0.00,0
29.857,3.12,-0.16,0.00,0.00,14.70,0,0,0.0,14.36,14.32,-9.42,14.59,0.26,14.56,189,1.000,0.00,0.00,0,14.00,1.23,75,1.22,4.87,721,0.00,4.93,0.00,0.00,0.000,2.4,0,0.00,0
30.006,3.12,-0.16,0.00,0.00,14.70,0,0,0.0,14.36,14.32,-9.42,14.59,0.26,14.56,189,1.000,0.00,0.00,0,14.50,1.20,75,1.18,4.87,705,0.00,4.93,0.00,0.00,0.000,2.4,0,0.00,0
30.150,3.12,-0.23,0.00,0.00,14.59,0,0,0.0,14.36,14.32,-9.42,14.60,0.26,14.56,189,1.000,0.00,0.00,0,15.00,1.21,75,1.22,4.87,707,0.00,4.92,0.00,0.00,0.000,2.4,0,0.00,0
30.296,3.12,-0.16,0.00,0.00,14.59,0,0,0.0,14.36,14.16,-9.42,14.60,0.26,14.56,189,1.000,0.00,0.00,0,15.00,1.22,75,1.18,4.87,713,0.00,4.91,0.00,0.00,0.000,2.4,0,0.00,0
30.449,3.12,-0.16,0.00,0.00,14.70,0,0,0.0,14.36,14.32,-9.41,14.59,0.26,14.56,189,1.000,0.00,0.00,0,14.50,1.21,75,1.22,4.87,711,0.00,4.92,0.00,0.00,0.000,2.4,0,0.00,0
30.599,3.12,-0.16,0.00,0.00,14.70,0,0,0.0,14.36,14.32,-9.39,14.59,0.27,14.56,189,1.000,0.00,0.00,0,16.00,1.17,75,1.18,4.89,686,0.00,4.89,0.00,0.00,0.000,2.4,0,0.00,0
30.740,3.12,-0.16,0.00,0.00,14.70,0,0,0.0,14.36,14.32,-9.34,14.60,0.27,14.56,190,1.000,0.00,0.00,0,15.50,1.19,75,1.22,4.95,698,0.00,4.87,0.00,0.00,0.000,2.4,0,0.00,0
30.890,3.12,-0.23,0.00,0.00,14.70,0,0,0.0,14.36,14.32,-9.36,14.60,0.27,14.56,190,1.000,0.00,0.00,0,15.50,1.20,75,1.18,4.95,704,0.00,4.87,0.00,0.00,0.000,2.4,0,0.00,0
31.037,3.12,-0.23,0.00,0.00,14.70,0,0,0.0,14.36,14.32,-9.36,14.60,0.27,14.56,190,1.000,0.00,0.00,0,14.50,1.20,75,1.22,4.95,702,0.00,4.88,0.00,0.00,0.000,2.4,0,0.00,0
31.187,3.12,-0.23,0.00,0.00,14.70,0,0,0.0,14.21,14.32,-9.37,14.60,0.27,14.56,190,1.000,0.00,0.00,0,15.50,1.19,75,1.18,4.93,697,0.00,4.86,0.00,0.00,0.000,2.4,0,0.00,0
